IP,Date,Time,Accepted cookies,Device type,Browser language,Browser name,OS Name,Country,Region,RegionName,City,Zipcode,Lat,Lon
42.118.42.187,2023-09-28,22:05:36 UTC,["necessary"],desktop,vi,Chrome,OS X,Vietnam,HN,Hanoi,Hanoi,,21.0292,105.8526
